i,k,r,t,level,marginal,lower,upper,scale
Switzerland,info_legal,H,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,31,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,6,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,7,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,8,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,9,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,10,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,11,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,12,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,13,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,14,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,15,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,16,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,17,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,18,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,19,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,20,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,21,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,22,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,23,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,24,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,25,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,26,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,27,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,28,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,29,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,30,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,31,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,6,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,7,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,8,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,9,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,10,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,11,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,12,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,13,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,14,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,15,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,16,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,17,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,18,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,19,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,20,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,21,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,22,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,23,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,24,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,25,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,26,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,27,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,28,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,29,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,30,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,M,31,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,6,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,7,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,8,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,9,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,10,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,11,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,12,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,13,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,14,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,15,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,16,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,17,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,18,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,19,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,20,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,21,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,22,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,23,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,24,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,25,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,26,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,27,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,28,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,29,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,30,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,H,31,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,0,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,1,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,2,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,3,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,4,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,5,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,6,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,7,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,8,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,9,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,10,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,11,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,12,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,13,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,14,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,15,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,16,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,17,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,18,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,19,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,20,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,21,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,22,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,23,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,24,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,25,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,26,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,27,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,28,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,29,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,30,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,L,31,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,0,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,1,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,2,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,3,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,4,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,5,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,6,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,7,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,8,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,9,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,10,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,11,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,12,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,13,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,14,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,15,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,16,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,17,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,18,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,19,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,20,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,21,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,22,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,23,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,24,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,25,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,26,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,27,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,28,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,29,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,30,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,M,31,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,0,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,1,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,2,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,3,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,4,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,5,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,6,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,7,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,8,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,9,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,10,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,11,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,12,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,13,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,14,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,15,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,16,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,17,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,18,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,19,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,20,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,21,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,22,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,23,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,24,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,25,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,26,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,27,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,28,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,29,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,30,0.0,-0.0,0.0,inf,1.0
Ukraine,food_clothing,H,31,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,0,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,1,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,2,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,3,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,4,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,5,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,6,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,7,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,8,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,9,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,10,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,11,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,12,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,13,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,14,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,15,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,16,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,17,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,18,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,19,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,20,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,21,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,22,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,23,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,24,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,25,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,26,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,27,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,28,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,29,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,30,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,L,31,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,0,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,1,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,2,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,3,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,4,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,5,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,6,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,7,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,8,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,9,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,10,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,11,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,12,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,13,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,14,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,15,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,16,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,17,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,18,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,19,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,20,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,21,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,22,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,23,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,24,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,25,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,26,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,27,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,28,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,29,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,30,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,M,31,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,0,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,1,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,2,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,3,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,4,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,5,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,6,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,7,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,8,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,9,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,10,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,11,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,12,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,13,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,14,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,15,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,16,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,17,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,18,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,19,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,20,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,21,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,22,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,23,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,24,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,25,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,26,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,27,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,28,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,29,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,30,0.0,-0.0,0.0,inf,1.0
Ukraine,housing,H,31,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,0,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,1,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,2,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,3,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,4,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,5,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,6,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,7,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,8,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,9,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,10,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,11,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,12,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,13,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,14,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,15,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,16,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,17,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,18,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,19,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,20,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,21,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,22,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,23,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,24,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,25,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,26,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,27,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,28,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,29,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,30,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,L,31,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,0,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,1,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,2,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,3,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,4,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,5,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,6,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,7,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,8,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,9,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,10,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,11,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,12,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,13,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,14,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,15,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,16,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,17,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,18,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,19,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,20,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,21,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,22,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,23,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,24,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,25,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,26,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,27,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,28,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,29,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,30,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,M,31,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,0,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,1,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,2,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,3,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,4,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,5,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,6,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,7,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,8,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,9,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,10,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,11,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,12,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,13,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,14,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,15,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,16,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,17,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,18,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,19,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,20,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,21,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,22,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,23,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,24,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,25,0.0,-0.0,0.0,inf,1.0
Ukraine,nonfood_items_clothing,H,26,0.0,-0.0,0.0,inf,1.0
