i,s,r,a,t,level,marginal,lower,upper,scale
Switzerland,info_legal,L,1,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,7,42.000000000450484,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,10,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,12,18.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,13,62.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,14,56.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,15,62.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,16,46.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,17,40.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,18,49.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,19,30.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,20,47.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,21,45.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,22,30.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,23,44.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,24,37.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,25,44.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,26,40.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,27,37.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,28,28.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,29,30.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,30,24.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,1,31,2.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,7,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,10,93.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,12,78.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,13,47.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,2,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,7,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,10,136.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,12,67.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,13,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,L,3,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,6,91.00000000045048,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,7,229.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,8,204.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,10,13.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,11,128.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,12,104.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,13,111.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,14,91.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,15,109.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,16,93.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,17,105.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,18,110.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,19,92.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,20,96.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,21,102.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,22,56.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,23,83.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,24,73.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,25,100.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,26,64.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,27,63.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,28,62.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,29,50.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,30,44.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,1,31,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,7,206.99999999954952,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,10,168.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,11,98.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,12,5.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,13,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,2,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,7,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,10,12.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,12,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,13,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,M,3,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,6,909.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,7,722.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,8,796.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,9,600.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,10,347.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,11,374.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,12,328.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,13,309.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,14,259.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,15,311.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,16,349.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,17,313.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,18,609.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,19,515.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,20,877.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,21,857.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,22,332.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,23,376.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,24,368.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,25,392.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,26,407.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,27,424.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,28,395.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,29,360.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,30,289.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,1,31,50.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,7,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,10,31.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,12,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,13,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,2,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,6,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,7,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,8,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,9,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,10,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,11,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,12,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,13,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,14,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,15,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,16,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,17,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,18,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,19,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,20,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,21,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,22,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,23,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,24,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,25,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,26,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,27,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,28,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,29,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,30,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,H,3,31,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,6,107.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,7,76.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,8,68.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,9,47.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,10,34.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,11,39.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,12,33.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,13,31.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,14,28.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,15,31.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,16,23.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,17,20.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,18,24.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,19,15.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,20,24.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,21,23.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,22,15.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,23,22.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,24,18.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,25,22.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,26,20.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,27,19.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,28,14.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,29,15.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,30,12.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,1,31,1.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,6,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,7,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,8,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,9,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,10,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,11,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,12,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,13,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,14,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,15,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,16,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,17,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,18,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,19,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,20,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,21,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,22,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,23,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,24,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,25,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,26,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,27,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,28,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,29,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,30,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,2,31,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,6,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,7,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,8,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,9,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,10,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,11,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,12,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,13,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,14,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,15,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,16,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,17,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,18,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,19,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,20,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,21,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,22,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,23,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,24,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,25,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,26,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,27,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,28,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,29,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,30,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,L,3,31,0.0,-0.0,0.0,inf,1.0
